Id,Block,City,Year,Latitude,Longitude,Location
73423,S BRANDON AVE,CHICAGO IL 60617,2009,41.7468917,-87.5469795,"(-87.5469795 ,41.7468917)"
73424,N ELSTON AVE,CHICAGO IL 60618,2009,41.9365071,-87.6944561,"(-87.6944561 ,41.9365071)"
73425,S EVANS AVE,CHICAGO IL 60619,2009,41.7441932,-87.606549,"(-87.606549 ,41.7441932)"
73427,W LEXINGTON ST,CHICAGO IL 60612,2009,41.8725715,-87.6801463,"(-87.6801463 ,41.8725715)"
73429,N CICERO AVE,CHICAGO IL 60641,2009,41.9603763,-87.7478119,"(-87.7478119 ,41.9603763)"
73430,W 59TH ST,CHICAGO IL 60621,2009,41.7871104,-87.6518509,"(-87.6518509 ,41.7871104)"
73431,S GREEN ST,CHICAGO IL,2009,41.75127,-87.6452718,"(-87.6452718 ,41.75127)"
73433,W 63RD ST,CHICAGO IL 60629,2009,41.7791438,-87.7099308,"(-87.7099308 ,41.7791438)"
73434,S SACRAMENTO AVE,CHICAGO IL 60632,2009,41.7960601,-87.6987359,"(-87.6987359 ,41.7960601)"
73436,N WESTERN AVE,CHICAGO IL,2009,41.9974196,-87.6901857,"(-87.6901857 ,41.9974196)"
73437,S FAIRFIELD AVE,CHICAGO IL,2009,41.6921982,-87.6901029,"(-87.6901029 ,41.6921982)"
73438,S COTTAGE GROVE AVE,CHICAGO IL,2009,41.8015206,-87.6063891,"(-87.6063891 ,41.8015206)"
73439,S COTTAGE GROVE AVE,CHICAGO IL,2009,41.8048675,-87.6070452,"(-87.6070452 ,41.8048675)"
73440,W 63RD ST,CHICAGO IL,2009,41.7791438,-87.7099308,"(-87.7099308 ,41.7791438)"
73441,S ASHLAND AVE,CHICAGO IL,2009,41.8588439,-87.6664881,"(-87.6664881 ,41.8588439)"
73445,S EVANS AVE,CHICAGO IL 60637,2009,41.7716273,-87.6072867,"(-87.6072867 ,41.7716273)"
73446,S PAULINA ST,CHICAGO IL 60609,2009,41.796148,-87.667417,"(-87.667417 ,41.796148)"
73448,N CLARK ST,CHICAGO IL 60626,2009,42.0064377,-87.6737495,"(-87.6737495 ,42.0064377)"
73450,W BELMONT AVE,CHICAGO IL 60618,2009,41.9394499,-87.6888597,"(-87.6888597 ,41.9394499)"
73451,S COTTAGE GROVE AVE,CHICAGO IL,2009,41.8048675,-87.6070452,"(-87.6070452 ,41.8048675)"
73452,N HAMLIN AVE,CHICAGO IL 60625,2009,41.9698144,-87.7234289,"(-87.7234289 ,41.9698144)"
73453,E 35TH ST,CHICAGO IL,2009,41.8312133,-87.622127,"(-87.622127 ,41.8312133)"
73454,W MORSE AVE,CHICAGO IL,2009,42.0081286,-87.6676449,"(-87.6676449 ,42.0081286)"
73455,S STATE ST,CHICAGO IL 60616,2009,41.8579115,-87.6275964,"(-87.6275964 ,41.8579115)"
73456,S ASHLAND AVE,CHICAGO IL 60620,2009,41.749279,-87.663783,"(-87.663783 ,41.749279)"
73457,S PULASKI RD,CHICAGO IL,2009,41.8744999,-87.7262529,"(-87.7262529 ,41.8744999)"
73458,W LEXINGTON ST,CHICAGO IL,2009,41.8725715,-87.6801463,"(-87.6801463 ,41.8725715)"
73459,N PULASKI RD,CHICAGO IL 60630,2009,41.966169,-87.728323,"(-87.728323 ,41.966169)"
73460,E 111TH ST,CHICAGO IL 60628,2009,41.6936152,-87.6013365,"(-87.6013365 ,41.6936152)"
73461,S BISHOP ST,CHICAGO IL 60620,2009,41.7434587,-87.6598566,"(-87.6598566 ,41.7434587)"
73462,S STATE ST,CHICAGO IL 60616,2009,41.8579115,-87.6275964,"(-87.6275964 ,41.8579115)"
73463,W OGDEN AVE,CHICAGO IL 60623,2009,41.8520206,-87.7216887,"(-87.7216887 ,41.8520206)"
73464,S MAY ST,CHICAGO IL,2009,41.7453634,-87.6526988,"(-87.6526988 ,41.7453634)"
73466,S NORMAL BLVD,CHICAGO IL,2009,41.769226,-87.6377051,"(-87.6377051 ,41.769226)"
73467,W GRAND AVE,CHICAGO IL,2009,41.9185278,-87.7645253,"(-87.7645253 ,41.9185278)"
73469,N ASHLAND AVE,CHICAGO IL,2009,41.9612939,-87.6695711,"(-87.6695711 ,41.9612939)"
73470,N PULASKI RD,CHICAGO IL 60641,2009,41.9551478,-87.7279936,"(-87.7279936 ,41.9551478)"
73471,S STATE ST,CHICAGO IL 60616,2009,41.8579115,-87.6275964,"(-87.6275964 ,41.8579115)"
73472,W ERIE ST,CHICAGO IL 60644,2009,41.8924148,-87.7526719,"(-87.7526719 ,41.8924148)"
73473,S MICHIGAN AVE,CHICAGO IL 60628,2009,41.705663,-87.62081,"(-87.62081 ,41.705663)"
73474,W HARRISON ST,CHICAGO IL 60612,2009,41.873988,-87.705456,"(-87.705456 ,41.873988)"
73475,,CHICAGO IL,2009,41.8781136,-87.6297982,"(-87.6297982 ,41.8781136)"
73476,S ST LAWRENCE AVE,CHICAGO IL 60619,2009,41.7335817,-87.6095647,"(-87.6095647 ,41.7335817)"
73477,W GEORGE ST,CHICAGO IL,2009,41.9340823,-87.7046333,"(-87.7046333 ,41.9340823)"
73478,S HALE AVE,CHICAGO IL,2009,41.7019803,-87.6694518,"(-87.6694518 ,41.7019803)"
73479,S SPAULDING AVE,CHICAGO IL,2009,41.84663,-87.7078607,"(-87.7078607 ,41.84663)"
73480,S HERMITAGE AVE,CHICAGO IL,2009,41.7816339,-87.668255,"(-87.668255 ,41.7816339)"
73481,S HALSTED ST,CHICAGO IL,2009,41.7510737,-87.6440397,"(-87.6440397 ,41.7510737)"
73482,S KEDZIE AVE,CHICAGO IL,2009,41.7757213,-87.7033044,"(-87.7033044 ,41.7757213)"
73483,S BISHOP FORD EXPY OB,CHICAGO IL 60628,2010,41.6860488,-87.6030139,"(-87.6030139 ,41.6860488)"
73484,N BROADWAY,CHICAGO IL 60660,2009,41.9867523,-87.6604828,"(-87.6604828 ,41.9867523)"
73486,S SEELEY AVE,CHICAGO IL,2009,41.7815843,-87.675188,"(-87.675188 ,41.7815843)"
73487,N HALSTED ST,CHICAGO IL,2009,41.9488092,-87.6498364,"(-87.6498364 ,41.9488092)"
73490,S LAFLIN ST,CHICAGO IL,2009,41.7525122,-87.662116,"(-87.662116 ,41.7525122)"
90726,S INDIANA AVE,CHICAGO IL,2009,41.7020164,-87.6188115,"(-87.6188115 ,41.7020164)"
73492,S PERRY AVE,CHICAGO IL,2009,41.7111549,-87.6262927,"(-87.6262927 ,41.7111549)"
73493,W BELMONT AVE,CHICAGO IL,2009,41.9394499,-87.6888597,"(-87.6888597 ,41.9394499)"
73494,S LAFLIN ST,CHICAGO IL,2009,41.6854927,-87.6600073,"(-87.6600073 ,41.6854927)"
73495,S INDIANA AVE,DOLTON IL,2009,41.6693119,-87.6177316,"(-87.6177316 ,41.6693119)"
73498,S EAST END AVE,CHICAGO IL,2009,41.7719534,-87.5842609,"(-87.5842609 ,41.7719534)"
73499,S SOUTH CHICAGO AVE,CHICAGO IL,2009,41.7645245,-87.6041761,"(-87.6041761 ,41.7645245)"
73500,S HARVARD AVE,CHICAGO IL,2009,41.7227422,-87.6324137,"(-87.6324137 ,41.7227422)"
73501,W LOGAN BLVD,CHICAGO IL 60647,2009,41.9288223,-87.7074014,"(-87.7074014 ,41.9288223)"
73502,S CICERO AVE,CHICAGO IL 60644,2009,41.8752518,-87.7452213,"(-87.7452213 ,41.8752518)"
73503,N ORCHARD ST,CHICAGO IL,2009,41.9186764,-87.6461229,"(-87.6461229 ,41.9186764)"
73506,S LOOMIS BLVD,CHICAGO IL,2009,41.7923776,-87.6599799,"(-87.6599799 ,41.7923776)"
73507,S COTTAGE GROVE AVE,CHICAGO IL,2009,41.7663719,-87.605876,"(-87.605876 ,41.7663719)"
73509,E 111TH ST,CHICAGO IL,2009,41.6936152,-87.6013365,"(-87.6013365 ,41.6936152)"
73510,N ORLEANS ST,CHICAGO IL 60654,2009,41.8938843,-87.6372734,"(-87.6372734 ,41.8938843)"
73511,S SAYRE AVE,CHICAGO IL,2009,41.7943118,-87.7967929,"(-87.7967929 ,41.7943118)"
73513,W NORTH AVE,CHICAGO IL 60644,2009,41.9103429,-87.7062988,"(-87.7062988 ,41.9103429)"
73514,S CALIFORNIA BLVD,CHICAGO IL 60608,2009,41.847903,-87.695307,"(-87.695307 ,41.847903)"
73515,S SAWYER AVE,CHICAGO IL,2009,41.8466392,-87.7066102,"(-87.7066102 ,41.8466392)"
73516,S BURLEY AVE,CHICAGO IL,2009,41.6503473,-87.5449745,"(-87.5449745 ,41.6503473)"
73518,S KEDZIE AVE,CHICAGO IL,2009,41.8632445,-87.7058222,"(-87.7058222 ,41.8632445)"
73519,N RIDGEWAY AVE,CHICAGO IL,2009,41.8950983,-87.7201696,"(-87.7201696 ,41.8950983)"
73520,W 18TH PL,CHICAGO IL,2009,41.8568892,-87.6804376,"(-87.6804376 ,41.8568892)"
73521,N LINCOLN AVE,CHICAGO IL 60625,2009,41.9810093,-87.6931261,"(-87.6931261 ,41.9810093)"
73522,S COTTAGE GROVE AVE,CHICAGO IL 60637,2009,41.7663719,-87.605876,"(-87.605876 ,41.7663719)"
73524,W CONGRESS PKWY,CHICAGO IL 60644,2009,41.8740478,-87.7636069,"(-87.7636069 ,41.8740478)"
73525,W 63RD PL,CHICAGO IL,2009,41.7789461,-87.6408784,"(-87.6408784 ,41.7789461)"
73526,S KEDZIE,MARKHAM IL,2009,41.5884477,-87.6948808,"(-87.6948808 ,41.5884477)"
73527,W BYRON ST,CHICAGO IL 60641,2009,41.9517706,-87.7465683,"(-87.7465683 ,41.9517706)"
73528,N DAMEN AVE,CHICAGO IL 60630,2009,41.9773855,-87.6797636,"(-87.6797636 ,41.9773855)"
73529,,CHICAGO IL,2009,41.8781136,-87.6297982,"(-87.6297982 ,41.8781136)"
73530,E 51ST ST,CHICAGO IL 60615,2009,41.802197,-87.6197767,"(-87.6197767 ,41.802197)"
73532,E 103RD ST,CHICAGO IL,2009,41.7082651,-87.5686092,"(-87.5686092 ,41.7082651)"
73533,W FARGO AVE,CHICAGO IL 60626,2009,42.0174408,-87.6645778,"(-87.6645778 ,42.0174408)"
73534,S CALUMET AVE,CHICAGO IL,2009,41.813303,-87.618637,"(-87.618637 ,41.813303)"
73535,S NEWLAND AVE,CHICAGO IL 60638,2009,41.7943957,-87.7955841,"(-87.7955841 ,41.7943957)"
73536,S COLFAX AVE,CHICAGO IL,2009,41.7486836,-87.5617748,"(-87.5617748 ,41.7486836)"
73537,N ASHLAND AVE,CHICAGO IL,2009,41.9065036,-87.6675266,"(-87.6675266 ,41.9065036)"
73538,S STONY ISLAND AVE,CHICAGO IL,2009,41.738965,-87.586035,"(-87.586035 ,41.738965)"
73539,S COTTAGE GROVE AVE,CHICAGO IL 60637,2009,41.7753327,-87.6060828,"(-87.6060828 ,41.7753327)"
73540,N CALIFORNIA AVE,CHICAGO IL 60647,2009,41.9212751,-87.697796,"(-87.697796 ,41.9212751)"
73541,W MONTEREY AVE,CHICAGO IL 60643,2009,41.6919195,-87.6704814,"(-87.6704814 ,41.6919195)"
73542,S DREXEL BLVD,CHICAGO IL 60615,2009,41.806131,-87.604801,"(-87.604801 ,41.806131)"
73545,S HALSTED ST,CHICAGO IL,2009,41.7510737,-87.6440397,"(-87.6440397 ,41.7510737)"
73547,,CHICAGO IL,2009,41.8781136,-87.6297982,"(-87.6297982 ,41.8781136)"
73548,W MONROE ST,CHICAGO IL,2009,41.8795266,-87.7424419,"(-87.7424419 ,41.8795266)"
73549,W 63RD ST,CHICAGO IL 60638,2009,41.7791438,-87.7099308,"(-87.7099308 ,41.7791438)"
73550,S BRANDON AVE,CHICAGO IL,2009,41.7270282,-87.54713,"(-87.54713 ,41.7270282)"
73552,W MARQUETTE RD,CHICAGO IL,2009,41.7725373,-87.6514655,"(-87.6514655 ,41.7725373)"
73554,W CHICAGO AVE,CHICAGO IL 60622,2009,41.8959405,-87.686312,"(-87.686312 ,41.8959405)"
73555,S MARQUETTE RD,CHICAGO IL 60637,2009,41.7734553,-87.6133256,"(-87.6133256 ,41.7734553)"
73556,N RIDGEWAY AVE,CHICAGO IL 60651,2009,41.9024214,-87.720391,"(-87.720391 ,41.9024214)"
73557,W PALMER BLVD,CHICAGO IL 60647,2009,41.9217717,-87.7041906,"(-87.7041906 ,41.9217717)"
73558,,CHICAGO IL,2009,41.8781136,-87.6297982,"(-87.6297982 ,41.8781136)"
73559,E 111TH ST,CHICAGO IL,2009,41.6936152,-87.6013365,"(-87.6013365 ,41.6936152)"
73560,S MICHIGAN AVE Apt: 310,CHICAGO IL 60604,2009,41.8772738,-87.6247252,"(-87.6247252 ,41.8772738)"
73561,W MONTEREY AVE,CHICAGO IL 60643,2009,41.6919195,-87.6704814,"(-87.6704814 ,41.6919195)"
73562,S MONITOR AVE,CHICAGO IL 60644,2009,41.8676719,-87.7708454,"(-87.7708454 ,41.8676719)"
73563,S ELIZABETH ST,CHICAGO IL 60636,2009,41.790826,-87.656345,"(-87.656345 ,41.790826)"
73564,S MARQUETTE AVE,CHICAGO IL,2009,41.7503396,-87.5592262,"(-87.5592262 ,41.7503396)"
73566,S LAKE PARK AVE,CHICAGO IL 60637,2009,41.792673,-87.5880434,"(-87.5880434 ,41.792673)"
73568,E 103RD ST,CHICAGO IL,2009,41.7082651,-87.5686092,"(-87.5686092 ,41.7082651)"
73569,S STATE ST,CHICAGO IL,2009,41.8579115,-87.6275964,"(-87.6275964 ,41.8579115)"
73570,S LOWE AVE,CHICAGO IL,2009,41.792535,-87.64182,"(-87.64182 ,41.792535)"
73571,S BRANDON AVE,CHICAGO IL,2009,41.7270282,-87.54713,"(-87.54713 ,41.7270282)"
73572,W CHICAGO AVE,CHICAGO IL,2009,41.8959405,-87.686312,"(-87.686312 ,41.8959405)"
73573,S HALSTED ST,CHICAGO IL,2009,41.7510737,-87.6440397,"(-87.6440397 ,41.7510737)"
73574,W TAYLOR ST,CHICAGO IL,2009,41.8692,-87.6832105,"(-87.6832105 ,41.8692)"
73575,W WASHINGTON ST,CHICAGO IL,2009,41.8832277,-87.6338765,"(-87.6338765 ,41.8832277)"
73576,N CLARK ST,CHICAGO IL,2009,41.9991805,-87.6710357,"(-87.6710357 ,41.9991805)"
73577,S STATE ST,CHICAGO IL 60616,2009,41.8579115,-87.6275964,"(-87.6275964 ,41.8579115)"
73578,S MAPLEWOOD AVE,CHICAGO IL,2009,41.7704267,-87.6873311,"(-87.6873311 ,41.7704267)"
73579,E 111TH ST,CHICAGO IL 60628,2009,41.6936152,-87.6013365,"(-87.6013365 ,41.6936152)"
73580,S CALUMET AVE,CHICAGO IL 60637,2009,41.7810555,-87.6171979,"(-87.6171979 ,41.7810555)"
73581,N MONITOR AVE,CHICAGO IL,2009,41.910807,-87.7718652,"(-87.7718652 ,41.910807)"
73582,S VERNON AVE,CHICAGO IL 60637,2009,41.778674,-87.6147359,"(-87.6147359 ,41.778674)"
73583,W WABANSIA AVE,CHICAGO IL,2009,41.9125846,-87.6697377,"(-87.6697377 ,41.9125846)"
73584,W BELMONT AVE,CHICAGO IL,2009,41.9394499,-87.6888597,"(-87.6888597 ,41.9394499)"
73585,N RUSH ST,CHICAGO IL,2009,41.9005655,-87.6277027,"(-87.6277027 ,41.9005655)"
73586,W THOMAS ST,CHICAGO IL,2009,41.9006828,-87.7479416,"(-87.7479416 ,41.9006828)"
73587,S PRINCETON AVE,CHICAGO IL,2009,41.7911947,-87.6331945,"(-87.6331945 ,41.7911947)"
73588,S HALSTED ST,CHICAGO IL,2009,41.7073505,-87.643164,"(-87.643164 ,41.7073505)"
73589,S STATE ST,CHICAGO IL 60628,2009,41.6693589,-87.6229566,"(-87.6229566 ,41.6693589)"
73590,S STATE ST,CHICAGO IL,2009,41.8579115,-87.6275964,"(-87.6275964 ,41.8579115)"
73592,N CLARK ST,CHICAGO IL,2009,42.0136366,-87.6752156,"(-87.6752156 ,42.0136366)"
73593,W OHARE ST,CHICAGO IL,2009,41.9773445,-87.8671349,"(-87.8671349 ,41.9773445)"
73595,S HALSTED ST,CHICAGO IL,2009,41.8554517,-87.6468351,"(-87.6468351 ,41.8554517)"
73596,W LAKE ST,CHICAGO IL,2009,41.8870592,-87.7474932,"(-87.7474932 ,41.8870592)"
73597,E JACKSON DR,CHICAGO IL,2009,41.8783274,-87.6207401,"(-87.6207401 ,41.8783274)"
73599,S HALSTED ST,CHICAGO IL,2009,41.7073505,-87.643164,"(-87.643164 ,41.7073505)"
73601,W 51ST ST,CHICAGO IL,2009,41.801707,-87.65462,"(-87.65462 ,41.801707)"
73602,W ENGLEWOOD AVE,CHICAGO IL 60621,2009,41.7810417,-87.6370679,"(-87.6370679 ,41.7810417)"
73603,N PULASKI RD,CHICAGO IL 60630,2009,41.966169,-87.728323,"(-87.728323 ,41.966169)"
73604,S LANGLEY AVE,CHICAGO IL 60637,2009,41.7716136,-87.6084359,"(-87.6084359 ,41.7716136)"
73605,W HARRISON ST,CHICAGO IL,2009,41.8739545,-87.7005376,"(-87.7005376 ,41.8739545)"
73606,W 47TH ST,CHICAGO IL,2009,41.8083792,-87.7082942,"(-87.7082942 ,41.8083792)"
73607,S EDBROOKE AVE,CHICAGO IL,2009,41.6930926,-87.6198167,"(-87.6198167 ,41.6930926)"
73608,N NEWCASTLE AVE,CHICAGO IL 60707,2009,41.9269299,-87.7968326,"(-87.7968326 ,41.9269299)"
73609,S ASHLAND AVE,CHICAGO IL 60620,2009,41.7452087,-87.6636827,"(-87.6636827 ,41.7452087)"
73610,S VERNON AVE,CHICAGO IL,2009,41.689134,-87.6120602,"(-87.6120602 ,41.689134)"
73611,W MADISON ST,CHICAGO IL,2009,41.8817981,-87.6640259,"(-87.6640259 ,41.8817981)"
73612,W ADDISON ST,CHICAGO IL,2009,41.9461229,-87.7687844,"(-87.7687844 ,41.9461229)"
73613,S UNIVERSITY AVE,CHICAGO IL 60619,2009,41.7282825,-87.5965863,"(-87.5965863 ,41.7282825)"
73614,W MADISON ST,CHICAGO IL 60644,2009,41.8805301,-87.76957,"(-87.76957 ,41.8805301)"
73616,W 104TH PL,CHICAGO IL,2009,41.7043253,-87.6319489,"(-87.6319489 ,41.7043253)"
73618,S STATE ST,CHICAGO IL 60616,2009,41.8517014,-87.6276036,"(-87.6276036 ,41.8517014)"
73619,N LINCOLN AVE,CHICAGO IL 60625,2009,41.9810093,-87.6931261,"(-87.6931261 ,41.9810093)"
73620,S BISHOP ST,CHICAGO IL 60636,2009,41.7853528,-87.6609066,"(-87.6609066 ,41.7853528)"
73621,N LA SALLE DR,CHICAGO IL 60654,2009,41.8921915,-87.6329724,"(-87.6329724 ,41.8921915)"
73622,W FULLERTON AVE,CHICAGO IL 60614,2009,41.9256802,-87.648273,"(-87.648273 ,41.9256802)"
73624,S THROOP ST,CHICAGO IL 60608,2009,41.8348848,-87.658348,"(-87.658348 ,41.8348848)"
73625,S MAY ST,CHICAGO IL,2009,41.7617414,-87.6531131,"(-87.6531131 ,41.7617414)"
73627,S HAMILTON AVE,CHICAGO IL 60636,2009,41.7922053,-87.6781504,"(-87.6781504 ,41.7922053)"
73630,S COTTAGE GROVE AVE,CHICAGO IL,2009,41.6928061,-87.6098441,"(-87.6098441 ,41.6928061)"
73631,W WILSON AVE,CHICAGO IL,2009,41.9655214,-87.6593694,"(-87.6593694 ,41.9655214)"
73633,S DOBSON AVE,CHICAGO IL,2009,41.7279272,-87.5987911,"(-87.5987911 ,41.7279272)"
73634,,CHGO IL,2009,41.8781136,-87.6297982,"(-87.6297982 ,41.8781136)"
73635,N LARAMIE AVE,CHICAGO IL,2009,41.8926684,-87.7558342,"(-87.7558342 ,41.8926684)"
73636,E 96TH ST,CHICAGO IL 60617,2009,41.7216465,-87.5662327,"(-87.5662327 ,41.7216465)"
73637,N WOOD ST,CHICAGO IL 60622,2009,41.8992391,-87.672266,"(-87.672266 ,41.8992391)"
73638,W 105TH ST,CHICAGO IL,2009,41.7036511,-87.6301773,"(-87.6301773 ,41.7036511)"
73640,S ROCKWELL ST,CHICAGO IL,2009,41.7758287,-87.6887034,"(-87.6887034 ,41.7758287)"
73641,S GREENWOOD AVE,CHICAGO IL,2009,41.731597,-87.5976722,"(-87.5976722 ,41.731597)"
73642,W MORSE AVE,CHICAGO IL,2009,42.0081266,-87.6656732,"(-87.6656732 ,42.0081266)"
73644,N PULASKI RD,CHICAGO IL,2009,41.8987233,-87.72619,"(-87.72619 ,41.8987233)"
73645,N BOSWORTH AVE,CHICAGO IL,2009,42.020934,-87.66971,"(-87.66971 ,42.020934)"
73646,W HOWARD ST,CHICAGO IL,2009,42.0193698,-87.6679101,"(-87.6679101 ,42.0193698)"
73647,S COTTAGE GROVE AVE,CHICAGO IL,2009,41.7663719,-87.605876,"(-87.605876 ,41.7663719)"
73649,W 115TH ST,CHICAGO IL,2009,41.6858398,-87.7212481,"(-87.7212481 ,41.6858398)"
73650,S PULASKI RD,CHICAGO IL 60623,2009,41.8502013,-87.7251482,"(-87.7251482 ,41.8502013)"
73651,W LEXINGTON ST,CHICAGO IL 60612,2009,41.8725715,-87.6801463,"(-87.6801463 ,41.8725715)"
73653,S PRAIRIE AVE,CHICAGO IL 60628,2009,41.7093883,-87.6177593,"(-87.6177593 ,41.7093883)"
73654,,DECATUR IL,2009,39.8403147,-88.9548001,"(-88.9548001 ,39.8403147)"
73655,E 80TH ST,CHICAGO IL 60617,2009,41.7500847,-87.5522225,"(-87.5522225 ,41.7500847)"
73657,N BROADWAY,CHICAGO IL,2009,41.9641795,-87.6566587,"(-87.6566587 ,41.9641795)"
73658,S WESTERN AVE,CHICAGO IL,2009,41.8550085,-87.6860962,"(-87.6860962 ,41.8550085)"
73659,N LEAMINGTON AVE Apt: 2B,CHICAGO IL 60651,2009,41.9001032,-87.7547805,"(-87.7547805 ,41.9001032)"
73660,W FULLERTON AVE,CHICAGO IL,2009,41.924492,-87.750629,"(-87.750629 ,41.924492)"
73661,S WENTWORTH AVE,CHICAGO IL 60609,2009,41.8001641,-87.6310985,"(-87.6310985 ,41.8001641)"
73666,N SHERIDAN RD,CHICAGO IL,2009,42.0082063,-87.6620461,"(-87.6620461 ,42.0082063)"
73667,S CALUMET AVE,CHICAGO IL,2009,41.7223029,-87.6155865,"(-87.6155865 ,41.7223029)"
73668,S HALSTED ST,CHICAGO IL,2009,41.8185371,-87.6441619,"(-87.6441619 ,41.8185371)"
73669,S KEDZIE AVE,CHICAGO IL,2009,41.7956346,-87.703906,"(-87.703906 ,41.7956346)"
73671,W 105,CHICAGO RIDG IL 60415,2009,41.7007533,-87.788336,"(-87.788336 ,41.7007533)"
73674,S LOOMIS BLVD,CHICAGO IL 60620,2009,41.7509003,-87.6588611,"(-87.6588611 ,41.7509003)"
73676,S HALSTED ST,CHICAGO IL 60608,2009,41.8554517,-87.6468351,"(-87.6468351 ,41.8554517)"
73677,W BELMONT AVE,CHICAGO IL,2009,41.9388891,-87.7611881,"(-87.7611881 ,41.9388891)"
73678,S ARTESIAN AVE,CHICAGO IL 60629,2009,41.7850295,-87.6852901,"(-87.6852901 ,41.7850295)"
73680,S PERRY AVE,CHICAGO IL 60620,2009,41.7477529,-87.6269556,"(-87.6269556 ,41.7477529)"
73681,W 81ST PL,CHICAGO IL 60652,2009,41.7451352,-87.7325561,"(-87.7325561 ,41.7451352)"
73682,S UNIVERSITY AVE,CHICAGO IL 60619,2009,41.760813,-87.5972092,"(-87.5972092 ,41.760813)"
73683,S TALMAN AVE,CHICAGO IL 60655,2009,41.7011395,-87.6884863,"(-87.6884863 ,41.7011395)"
73684,W MONROE ST,CHICAGO IL,2009,41.8798883,-87.7082623,"(-87.7082623 ,41.8798883)"
73687,S STONY ISLAND AVE,CHICAGO IL 60649,2009,41.7556682,-87.5855964,"(-87.5855964 ,41.7556682)"
73689,W 83RD ST,CHICAGO IL,2009,41.7438069,-87.641392,"(-87.641392 ,41.7438069)"
73690,S PARNELL AVE,CHICAGO IL 60621,2009,41.763695,-87.638625,"(-87.638625 ,41.763695)"
73692,N LAKE SHORE DR,CHICAGO IL 60657,2009,41.9390209,-87.638854,"(-87.638854 ,41.9390209)"
73693,S COLES AVE,CHICAGO IL 60649,2009,41.7602897,-87.5592841,"(-87.5592841 ,41.7602897)"
73694,E 103RD ST,CHICAGO IL,2009,41.7082651,-87.5686092,"(-87.5686092 ,41.7082651)"
73695,W MADISON ST,CHICAGO IL,2009,41.8805301,-87.76957,"(-87.76957 ,41.8805301)"
73697,N STATE ST,CHICAGO IL 60602,2009,41.8834077,-87.6278589,"(-87.6278589 ,41.8834077)"
73699,S STATE ST,CHICAGO IL 60616,2009,41.8497555,-87.6273465,"(-87.6273465 ,41.8497555)"
73700,S JEFFERY AVE,CHICAGO IL,2009,41.7191209,-87.5755695,"(-87.5755695 ,41.7191209)"
73701,W ROOSEVELT RD,CHICAGO IL,2009,41.8665732,-87.7150363,"(-87.7150363 ,41.8665732)"
73702,S RACINE AVE,CHICAGO IL,2009,41.6910723,-87.6523232,"(-87.6523232 ,41.6910723)"
73703,W JACKSON BLVD,CHICAGO IL,2009,41.877195,-87.737347,"(-87.737347 ,41.877195)"
