Id,Block,City,Year,Latitude,Longitude,Location
90800,N PINE AVE,CHICAGO IL 60644,2012,41.8891429,-87.7637078,"(-87.7637078 ,41.8891429)"
90801,S YALE AVE,CHICAGO IL,2012,41.6837444,-87.6291205,"(-87.6291205 ,41.6837444)"
90802,S EDBROOKE AVE,CHICAGO IL 60628,2012,41.6910739,-87.619943,"(-87.619943 ,41.6910739)"
90803,S COTTAGE GROVE AVE,CHICAGO IL,2012,41.7663719,-87.605876,"(-87.605876 ,41.7663719)"
90805,S MELVINA AVE,CHICAGO IL 60638,2012,41.7872838,-87.777008,"(-87.777008 ,41.7872838)"
90807,S WELLS ST,CHICAGO IL,2012,41.8273071,-87.632609,"(-87.632609 ,41.8273071)"
90808,S COTTAGE GROVE AVE,CHICAGO IL 60619,2012,41.7441124,-87.6052818,"(-87.6052818 ,41.7441124)"
90809,N STATE ST,CHICAGO IL,2012,41.8846053,-87.6281289,"(-87.6281289 ,41.8846053)"
90810,N GLENWOOD AVE,CHICAGO IL 60660,2012,41.9978407,-87.6656384,"(-87.6656384 ,41.9978407)"
90811,N PULASKI RD,CHICAGO IL,2012,41.966169,-87.728323,"(-87.728323 ,41.966169)"
90812,W GRAND AVE,CHICAGO IL,2012,41.914573,-87.748386,"(-87.748386 ,41.914573)"
90813,W HOWARD ST,CHICAGO IL 60626,2012,42.0195182,-87.6726911,"(-87.6726911 ,42.0195182)"
90814,S STATE ST,CHICAGO IL 60619,2012,41.7559612,-87.6247069,"(-87.6247069 ,41.7559612)"
90815,S TORRENCE AVE,CHICAGO IL 60617,2012,41.701289,-87.559844,"(-87.559844 ,41.701289)"
90816,W HARRISON ST,CHICAGO IL 60612,2012,41.873988,-87.705456,"(-87.705456 ,41.873988)"
90818,W 63RD ST,CHICAGO IL 60629,2012,41.7791438,-87.7099308,"(-87.7099308 ,41.7791438)"
90820,S JEFFERY BLVD,CHICAGO IL 60649,2012,41.764563,-87.576611,"(-87.576611 ,41.764563)"
90821,W 67TH PL,CHICAGO IL 60636,2012,41.771405,-87.6756939,"(-87.6756939 ,41.771405)"
90822,S COTTAGE GROVE AVE,CHICAGO IL 60637,2012,41.777061,-87.6060286,"(-87.6060286 ,41.777061)"
90823,N LONG AVE,CHICAGO IL 60639,2012,41.9306877,-87.7613039,"(-87.7613039 ,41.9306877)"
90825,S HALSTED ST,CHICAGO IL 60628,2012,41.6980781,-87.6429477,"(-87.6429477 ,41.6980781)"
90826,W BRYN MAWR AVE,CHICAGO IL 60646,2012,41.9830833,-87.770043,"(-87.770043 ,41.9830833)"
90827,S STATE ST,CHICAGO IL 60605,2012,41.8659776,-87.627758,"(-87.627758 ,41.8659776)"
90828,W MONTEREY AVE,CHICAGO IL 60643,2012,41.6919195,-87.6704814,"(-87.6704814 ,41.6919195)"
90829,S DR MARTIN LUTHER KING JR DR,CHICAGO IL 60637,2012,41.7678407,-87.6155193,"(-87.6155193 ,41.7678407)"
90830,S EBERHART AVE,CHICAGO IL 60619,2012,41.7588054,-87.6129514,"(-87.6129514 ,41.7588054)"
90833,E 90TH ST,CHICAGO IL 60617,2012,41.7320203,-87.5551009,"(-87.5551009 ,41.7320203)"
90834,W 79TH ST,CHICAGO IL 60620,2012,41.7505002,-87.6654723,"(-87.6654723 ,41.7505002)"
90836,W MONROE ST Apt: 1,CHICAGO IL 60624,2012,41.8799988,-87.7250665,"(-87.7250665 ,41.8799988)"
90837,S PAULINA ST,CHICAGO IL 60620,2012,41.7507665,-87.6658748,"(-87.6658748 ,41.7507665)"
90838,S RHODES AVE,CHICAGO IL 60637,2012,41.7807844,-87.6120444,"(-87.6120444 ,41.7807844)"
90839,S CALUMET AVE,CHICAGO IL 60637,2012,41.7783747,-87.6172588,"(-87.6172588 ,41.7783747)"
90841,S STONY ISLAND AVE,CHICAGO IL 60649,2012,41.7556682,-87.5855964,"(-87.5855964 ,41.7556682)"
90843,W MADISON ST,CHICAGO IL 60644,2012,41.880956,-87.7419199,"(-87.7419199 ,41.880956)"
90844,S BALTIMORE AVE,CHICAGO IL 60617,2012,41.7254013,-87.548596,"(-87.548596 ,41.7254013)"
90847,W 63RD ST,CHICAGO IL 60629,2012,41.7791438,-87.7099308,"(-87.7099308 ,41.7791438)"
90848,S MARSHFIELD AVE,CHICAGO IL 60609,2012,41.7998384,-87.6662312,"(-87.6662312 ,41.7998384)"
90850,W HURON ST,CHICAGO IL,2012,41.8930735,-87.7742194,"(-87.7742194 ,41.8930735)"
90851,S COMMERCIAL AVE,CHICAGO IL 60617,2012,41.7395344,-87.5518498,"(-87.5518498 ,41.7395344)"
90852,W DIVISION ST,CHICAGO IL,2012,41.9028805,-87.7013776,"(-87.7013776 ,41.9028805)"
90853,S LOOMIS ST,CHICAGO IL,2012,41.6855122,-87.6569058,"(-87.6569058 ,41.6855122)"
90854,N LAKE SHORE DR NB,CHICAGO IL,2012,42.4790225,-88.1216035,"(-88.1216035 ,42.4790225)"
90856,S CHAPPEL AVE,CHICAGO IL,2012,41.737378,-87.574867,"(-87.574867 ,41.737378)"
90857,E 121ST ST,CHICAGO IL,2012,41.6742959,-87.6170744,"(-87.6170744 ,41.6742959)"
90858,S ABERDEEN ST,CHICAGO IL 60621,2012,41.7672261,-87.6520051,"(-87.6520051 ,41.7672261)"
90859,S HALSTED ST,CHICAGO IL 60608,2012,41.8405169,-87.6470286,"(-87.6470286 ,41.8405169)"
90860,S CALIFORNIA AVE,CHICAGO IL 60612,2012,41.8713618,-87.6962642,"(-87.6962642 ,41.8713618)"
90861,W MARQUETTE RD,CHICAGO IL 60629,2012,41.771715,-87.717183,"(-87.717183 ,41.771715)"
90862,S DAN RYAN EXPY OB,CHICAGO IL 60628,2012,41.7211106,-87.6245968,"(-87.6245968 ,41.7211106)"
90863,S LANGLEY AVE,CHICAGO IL,2012,41.7350015,-87.6073749,"(-87.6073749 ,41.7350015)"
90864,S PAXTON AVE,CHICAGO IL,2012,41.7539927,-87.5714266,"(-87.5714266 ,41.7539927)"
90865,W THOMAS ST,CHICAGO IL,2012,41.9002214,-87.7720383,"(-87.7720383 ,41.9002214)"
90866,S WOODLAWN AVE,CHICAGO IL,2012,41.7443576,-87.5956332,"(-87.5956332 ,41.7443576)"
90867,S HALSTED ST,CHICAGO IL 60628,2012,41.7054196,-87.643269,"(-87.643269 ,41.7054196)"
90868,,EVANSTON IL,2012,42.0279152,-87.670115,"(-87.670115 ,42.0279152)"
90869,S MAY ST,CHICAGO IL,2012,41.7561299,-87.6529319,"(-87.6529319 ,41.7561299)"
90871,E 93RD ST,CHICAGO IL 60617,2012,41.7266872,-87.5491075,"(-87.5491075 ,41.7266872)"
90872,S MICHIGAN AVE,CHICAGO IL,2012,41.8297137,-87.6237715,"(-87.6237715 ,41.8297137)"
90874,N CALIFORNIA AVE,CHICAGO IL,2012,41.9117426,-87.6972748,"(-87.6972748 ,41.9117426)"
90875,W 63RD ST,CHICAGO IL 60636,2012,41.7797709,-87.661334,"(-87.661334 ,41.7797709)"
90876,S HALSTED ST,CHICAGO IL 60620,2012,41.7344856,-87.643892,"(-87.643892 ,41.7344856)"
90877,S DR MARTIN LUTHER KING JR DR,CHICAGO IL 60616,2012,41.840816,-87.6178935,"(-87.6178935 ,41.840816)"
90878,E 29TH ST,CHICAGO IL 60616,2012,41.8423321,-87.6181679,"(-87.6181679 ,41.8423321)"
90880,S LAFLIN ST,CHICAGO IL 60608,2012,41.8538178,-87.6636996,"(-87.6636996 ,41.8538178)"
90881,W 25TH ST,CHICAGO IL 60623,2012,41.8462419,-87.7281703,"(-87.7281703 ,41.8462419)"
90884,S HALSTED ST,CHICAGO IL 60620,2012,41.7510737,-87.6440397,"(-87.6440397 ,41.7510737)"
90885,S MICHIGAN AVE,CHICAGO IL,2012,41.7111691,-87.620243,"(-87.620243 ,41.7111691)"
90886,N KENMORE AVE,CHICAGO IL 60640,2012,41.970557,-87.6565827,"(-87.6565827 ,41.970557)"
90887,E 104TH ST Apt: C316,CHICAGO IL,2012,41.7056709,-87.601706,"(-87.601706 ,41.7056709)"
90889,S KILDARE AVE,CHICAGO IL 60632,2012,41.804449,-87.7311053,"(-87.7311053 ,41.804449)"
90890,W JACKSON BLVD,CHICAGO IL,2012,41.8777738,-87.6834416,"(-87.6834416 ,41.8777738)"
90891,S STATE ST,CHICAGO IL 60616,2012,41.8579115,-87.6275964,"(-87.6275964 ,41.8579115)"
90892,E OAK ST,CHGO IL 60611,2012,41.9007503,-87.6261324,"(-87.6261324 ,41.9007503)"
90893,E 111TH ST,CHICAGO IL 60628,2012,41.6936152,-87.6013365,"(-87.6013365 ,41.6936152)"
90894,S STATE ST,CHICAGO IL 60616,2012,41.8579115,-87.6275964,"(-87.6275964 ,41.8579115)"
90895,W WRIGHTWOOD AVE,CHICAGO IL,2012,41.9288726,-87.7411342,"(-87.7411342 ,41.9288726)"
90896,S ABERDEEN ST,CHICAGO IL,2012,41.7326202,-87.6511052,"(-87.6511052 ,41.7326202)"
90897,S ARCHER AVE,CHICAGO IL,2012,41.7975557,-87.752114,"(-87.752114 ,41.7975557)"
90898,N SHERIDAN RD Apt: 617,CHICAGO IL,2012,41.9989267,-87.6606506,"(-87.6606506 ,41.9989267)"
90899,S ELLIS AVE,CHICAGO IL 60637,2012,41.7789844,-87.6006648,"(-87.6006648 ,41.7789844)"
90901,S HOMAN AVE,CHICAGO IL,2012,41.868403,-87.7105943,"(-87.7105943 ,41.868403)"
90902,S HAMLIN AVE,CHICAGO IL,2012,41.8063953,-87.7188587,"(-87.7188587 ,41.8063953)"
90903,,CHICAGO IL,2012,41.8781136,-87.6297982,"(-87.6297982 ,41.8781136)"
90904,S ROBERTS RD,HICKORY HILLS IL,2012,41.722628,-87.8184669,"(-87.8184669 ,41.722628)"
90905,,CHICAGO IL,2012,41.8781136,-87.6297982,"(-87.6297982 ,41.8781136)"
90906,N PULASKI RD,CHICAGO IL 60630,2012,41.966169,-87.728323,"(-87.728323 ,41.966169)"
90908,W MADISON ST,CHICAGO IL 60607,2012,41.8817981,-87.6640259,"(-87.6640259 ,41.8817981)"
90910,N CLARK ST,CHICAGO IL 60626,2012,41.9991805,-87.6710357,"(-87.6710357 ,41.9991805)"
90913,S WOOD ST,CHICAGO IL 60636,2012,41.768933,-87.6690628,"(-87.6690628 ,41.768933)"
90914,W LAKE ST,CHICAGO IL 60644,2012,41.8872466,-87.757124,"(-87.757124 ,41.8872466)"
90915,S MICHIGAN AVE,CHICAGO IL 60637,2012,41.791357,-87.622842,"(-87.622842 ,41.791357)"
90916,S STATE ST,CHICAGO IL 60616,2012,41.8579115,-87.6275964,"(-87.6275964 ,41.8579115)"
90917,E 111TH ST,CHICAGO IL,2012,41.6936152,-87.6013365,"(-87.6013365 ,41.6936152)"
90918,W MARQUETTE RD,CHICAGO IL 60636,2012,41.7724538,-87.6633972,"(-87.6633972 ,41.7724538)"
90919,N AVERS AVE,CHICAGO IL,2012,41.891392,-87.72263,"(-87.72263 ,41.891392)"
90920,N ELSTON AVE,CHICAGO IL 60622,2012,41.9118457,-87.6634303,"(-87.6634303 ,41.9118457)"
109524,West MONTROSE AVE,CHICAGO ILLINOIS 60641,2012,41.9609554,-87.749632,"(-87.749632 ,41.9609554)"
90921,W PETERSON AVE,CHICAGO IL,2012,41.9907407,-87.6915861,"(-87.6915861 ,41.9907407)"
90922,,CHICAGO IL,2012,41.8781136,-87.6297982,"(-87.6297982 ,41.8781136)"
90923,S MAPLEWOOD AVE,CHICAGO IL,2012,41.795919,-87.6880243,"(-87.6880243 ,41.795919)"
90924,S KEATING AVE,CHICAGO IL 60652,2012,41.7404946,-87.7403979,"(-87.7403979 ,41.7404946)"
90926,,JOILET IL,2012,41.525031,-88.0817251,"(-88.0817251 ,41.525031)"
90927,S LAWNDALE AVE,CHICAGO IL 60632,2012,41.80518,-87.716491,"(-87.716491 ,41.80518)"
90928,W 71ST ST,CHICAGO IL 60636,2012,41.7649934,-87.6582843,"(-87.6582843 ,41.7649934)"
90929,E 111TH ST,CHICAGO IL 60628,2012,41.6936152,-87.6013365,"(-87.6013365 ,41.6936152)"
90930,W WEST END AVE,CHICAGO IL 60624,2012,41.8835411,-87.7375954,"(-87.7375954 ,41.8835411)"
90931,S MICHIGAN AVE,CHICAGO IL,2012,41.8297137,-87.6237715,"(-87.6237715 ,41.8297137)"
90933,W OHIO ST,CHICAGO IL 60612,2012,41.89244,-87.681399,"(-87.681399 ,41.89244)"
90934,S KEDZIE AVE,CHICAGO IL 60623,2012,41.8598012,-87.7057949,"(-87.7057949 ,41.8598012)"
90935,N CALIFORNIA AVE,CHICAGO IL 60647,2012,41.9212751,-87.697796,"(-87.697796 ,41.9212751)"
90936,N SEDGWICK ST,CHICAGO IL 60610,2012,41.9069588,-87.6386102,"(-87.6386102 ,41.9069588)"
90937,E 79TH ST,CHICAGO IL,2012,41.751873,-87.5671794,"(-87.5671794 ,41.751873)"
90970,W 51ST ST,CHICAGO IL,2012,41.801707,-87.65462,"(-87.65462 ,41.801707)"
90972,S MICHIGAN AVE,CHICAGO IL 60653,2012,41.8297137,-87.6237715,"(-87.6237715 ,41.8297137)"
90938,W DIVISION ST,CHICAGO IL 60622,2012,41.9035114,-87.6718866,"(-87.6718866 ,41.9035114)"
90939,S MENARD AVE,CHICAGO IL 60638,2012,41.7934469,-87.767473,"(-87.767473 ,41.7934469)"
90943,W WEED ST,CHICAGO IL,2012,41.9100582,-87.6522846,"(-87.6522846 ,41.9100582)"
90944,W CATHERINE AVE,CHICAGO IL 60656,2012,41.977677,-87.841153,"(-87.841153 ,41.977677)"
90946,S DOTY AVE W,CHICAGO IL 60628,2012,41.6838234,-87.6022104,"(-87.6022104 ,41.6838234)"
90948,S MICHIGAN AVE,CHICAGO IL 60653,2012,41.8297137,-87.6237715,"(-87.6237715 ,41.8297137)"
90949,W BELMONT AVE,CHICAGO IL 60618,2012,41.9394499,-87.6888597,"(-87.6888597 ,41.9394499)"
90950,W GEORGE ST,CHICAGO IL,2012,41.9334342,-87.7585161,"(-87.7585161 ,41.9334342)"
90951,S MICHIGAN AVE,CHICAGO IL 60653,2012,41.8297137,-87.6237715,"(-87.6237715 ,41.8297137)"
90952,N HALSTED ST,CHICAGO IL,2012,41.934217,-87.6493298,"(-87.6493298 ,41.934217)"
90953,S YALE AVE,CHICAGO IL 60621,2012,41.7787363,-87.6322986,"(-87.6322986 ,41.7787363)"
90955,S CALDWELL AV,CHICAGO IL 00000,2012,41.9900685,-87.7501125,"(-87.7501125 ,41.9900685)"
90956,E 111TH ST,CHICAGO IL 60628,2012,41.6936152,-87.6013365,"(-87.6013365 ,41.6936152)"
90957,,CHICAGO IL,2012,41.8781136,-87.6297982,"(-87.6297982 ,41.8781136)"
90959,N MAYFIELD AVE,CHICAGO IL 60639,2012,41.9107829,-87.773124,"(-87.773124 ,41.9107829)"
90960,W HURON ST,CHICAGO IL,2012,41.8931418,-87.7552799,"(-87.7552799 ,41.8931418)"
90961,W OHARE ST,CHICAGO IL 60666,2012,41.9765888,-87.8849603,"(-87.8849603 ,41.9765888)"
90962,S JEFFERY AVE,CHICAGO IL,2012,41.7244862,-87.5759452,"(-87.5759452 ,41.7244862)"
90963,N GREEN ST,CHICAGO IL 60607,2012,41.8864037,-87.6486578,"(-87.6486578 ,41.8864037)"
90964,S ASHLAND AVE,CHICAGO IL,2012,41.7779196,-87.6645435,"(-87.6645435 ,41.7779196)"
90966,S ST LAWRENCE AVE,CHICAGO IL 60637,2012,41.7788247,-87.6110493,"(-87.6110493 ,41.7788247)"
90967,W 63RD ST,CHICAGO IL,2012,41.7797709,-87.661334,"(-87.661334 ,41.7797709)"
90968,N WOOD ST,CHICAGO IL 60622,2012,41.8992391,-87.672266,"(-87.672266 ,41.8992391)"
90969,S COTTAGE GROVE AVE,CHICAGO IL 60637,2012,41.7663719,-87.605876,"(-87.605876 ,41.7663719)"
90973,S MICHIGAN AVE,CHICAGO IL 60653,2012,41.8297137,-87.6237715,"(-87.6237715 ,41.8297137)"
90974,S MICHIGAN AVE,CHICAGO IL 60653,2012,41.8297137,-87.6237715,"(-87.6237715 ,41.8297137)"
90975,W BRYN MAWR AVE,CHICAGO IL,2012,41.9838203,-87.6571606,"(-87.6571606 ,41.9838203)"
90976,W GRAND AVE,CHICAGO IL 60639,2012,41.9185278,-87.7645253,"(-87.7645253 ,41.9185278)"
90978,S ASHLAND AVE,CHICAGO IL,2012,41.730517,-87.6633268,"(-87.6633268 ,41.730517)"
90979,W SCHILLER ST,CHICAGO IL,2012,41.9074644,-87.6481876,"(-87.6481876 ,41.9074644)"
90980,S HALSTED ST,CHICAGO IL,2012,41.836613,-87.646601,"(-87.646601 ,41.836613)"
90981,N LOTUS AVE,CHICAGO IL,2012,41.9327835,-87.7628989,"(-87.7628989 ,41.9327835)"
90982,W 50TH PL,CHICAGO IL 60609,2012,41.80272,-87.647372,"(-87.647372 ,41.80272)"
90983,S STATE ST,CHICAGO IL,2012,41.877113,-87.628048,"(-87.628048 ,41.877113)"
90988,S STATE ST,CHICAGO IL,2012,41.8579115,-87.6275964,"(-87.6275964 ,41.8579115)"
90989,S WABASH AVE,CHICAGO IL 60605,2012,41.866079,-87.6262519,"(-87.6262519 ,41.866079)"
90990,S COMMERCIAL AVE,CHICAGO IL 60617,2012,41.7359832,-87.5516997,"(-87.5516997 ,41.7359832)"
90991,N AVERS AVE Apt: 2,CHICAGO IL 60647,2012,41.9114688,-87.722976,"(-87.722976 ,41.9114688)"
90992,S WINCHESTER AVE,CHICAGO IL 60636,2012,41.7689573,-87.6724259,"(-87.6724259 ,41.7689573)"
90993,N CENTRAL AVE,CHICAGO IL 60634,2012,41.9529402,-87.7672188,"(-87.7672188 ,41.9529402)"
90994,S HALSTED ST,CHICAGO IL 60628,2012,41.6615075,-87.6418467,"(-87.6418467 ,41.6615075)"
90995,S SOUTH SHORE DR,CHICAGO IL 60617,2012,41.7504574,-87.5482964,"(-87.5482964 ,41.7504574)"
90996,S HOMAN AVE,CHICAGO IL 60624,2012,41.868403,-87.7105943,"(-87.7105943 ,41.868403)"
90998,S ARCHER AVE Apt: 2C,CHICAGO IL 60638,2012,41.7985279,-87.7448918,"(-87.7448918 ,41.7985279)"
90999,N LAWLER AVE,CHICAGO IL 60651,2012,41.9090018,-87.7522401,"(-87.7522401 ,41.9090018)"
91000,W BRYN MAWR AVE,CHICAGO IL,2012,41.9838203,-87.6571606,"(-87.6571606 ,41.9838203)"
91001,S ASHLAND AVE,CHICAGO IL,2012,41.808987,-87.665353,"(-87.665353 ,41.808987)"
91003,S YATES AVE,CHICAGO IL 60617,2012,41.7210423,-87.5649672,"(-87.5649672 ,41.7210423)"
91004,S MULLIGAN AVE,CHICAGO IL 60638,2012,41.794561,-87.7809258,"(-87.7809258 ,41.794561)"
91005,S PAULINA ST,CHICAGO IL 60620,2012,41.7489038,-87.6663049,"(-87.6663049 ,41.7489038)"
91006,S EXCHANGE AVE,CHICAGO IL,2012,41.7595338,-87.5609355,"(-87.5609355 ,41.7595338)"
91007,W DIVISION ST,CHICAGO IL 60651,2012,41.9020462,-87.7723283,"(-87.7723283 ,41.9020462)"
91008,S ASHLAND AVE,CHICAGO IL 60609,2012,41.8161936,-87.665376,"(-87.665376 ,41.8161936)"
91009,S MARSHFIELD AVE,CHICAGO IL 60636,2012,41.7761367,-87.665636,"(-87.665636 ,41.7761367)"
91010,W PATTERSON AVE,CHICAGO IL 60613,2012,41.948588,-87.6477776,"(-87.6477776 ,41.948588)"
91012,N DEARBORN ST,CHICAGO IL,2012,41.8966631,-87.629793,"(-87.629793 ,41.8966631)"
91013,,CHICAGO IL,2012,41.8781136,-87.6297982,"(-87.6297982 ,41.8781136)"
91014,S STATE ST,CHICAGO IL,2012,41.8005215,-87.6265458,"(-87.6265458 ,41.8005215)"
91015,S STATE ST,CHICAGO IL 60616,2012,41.8579115,-87.6275964,"(-87.6275964 ,41.8579115)"
91016,W VAN BUREN ST,CHICAGO IL,2012,41.8755359,-87.725122,"(-87.725122 ,41.8755359)"
91017,W LAWRENCE AVE,CHICAGO IL,2012,41.9689902,-87.6614547,"(-87.6614547 ,41.9689902)"
91018,S PRINCETON AVE,CHICAGO IL,2012,41.8130689,-87.6337883,"(-87.6337883 ,41.8130689)"
91019,S STATE ST,CHICAGO IL,2012,41.8759402,-87.6284784,"(-87.6284784 ,41.8759402)"
91062,S HALSTED ST,CHICAGO IL,2012,41.836613,-87.646601,"(-87.646601 ,41.836613)"
91063,S WENTWORTH AVE,CHICAGO IL,2012,41.8001641,-87.6310985,"(-87.6310985 ,41.8001641)"
91065,S EVANS AVE,CHICAGO IL,2012,41.7515966,-87.6065907,"(-87.6065907 ,41.7515966)"
91020,W RASCHER AVE,CHICAGO IL,2012,41.9807873,-87.6741782,"(-87.6741782 ,41.9807873)"
91021,N CLARK ST,CHICAGO IL,2012,41.9447635,-87.6548848,"(-87.6548848 ,41.9447635)"
91022,S PERRY AVE,CHICAGO IL 60621,2012,41.769382,-87.628577,"(-87.628577 ,41.769382)"
91024,W MONTEREY AVE,CHICAGO IL 60643,2012,41.6919195,-87.6704814,"(-87.6704814 ,41.6919195)"
91026,S LOOMIS BLVD,CHICAGO IL 60649,2012,41.7817879,-87.6596553,"(-87.6596553 ,41.7817879)"
91027,N SHERIDAN RD,CHICAGO IL,2012,42.0107097,-87.6630055,"(-87.6630055 ,42.0107097)"
91030,N SHERIDAN RD,CHICAGO IL 60626,2012,41.9989267,-87.6606506,"(-87.6606506 ,41.9989267)"
91031,S WHIPPLE ST Apt: 2,CHICAGO IL 60632,2012,41.7975626,-87.7003066,"(-87.7003066 ,41.7975626)"
91032,,CHGO IL,2012,41.8781136,-87.6297982,"(-87.6297982 ,41.8781136)"
91033,S NORMAL BLVD,CHICAGO IL 60621,2012,41.780222,-87.6377153,"(-87.6377153 ,41.780222)"
91035,E 33RD ST,CHICAGO IL 60616,2012,41.8346259,-87.6116349,"(-87.6116349 ,41.8346259)"
91036,N STATE ST,CHICAGO IL 60601,2012,41.8870781,-87.6280476,"(-87.6280476 ,41.8870781)"
91037,S STATE ST,CHICAGO IL 60605,2012,41.8747864,-87.6280488,"(-87.6280488 ,41.8747864)"
91040,S PRAIRIE AVE,CHICAGO IL,2012,41.7495576,-87.6184882,"(-87.6184882 ,41.7495576)"
91042,S YALE AVE,CHICAGO IL,2012,41.6691866,-87.6286448,"(-87.6286448 ,41.6691866)"
91043,W LELAND AVE Apt: 3E,CHICAGO IL 60640,2012,41.9673297,-87.6616016,"(-87.6616016 ,41.9673297)"
91046,S EMERALD AVE,CHICAGO IL 60620,2012,41.743796,-87.6429689,"(-87.6429689 ,41.743796)"
